datum,zaehlstelle,uhrzeit_start,uhrzeit_ende,richtung_1,richtung_2,gesamt,min.temp,max.temp,niederschlag,bewoelkung,sonnenstunden,kommentar
2021-11-02,Hirsch,00:00,23:59,793.0,792.0,1585.0,4.7,11.9,0.1,63,4.8,
2021-11-02,Kreuther,00:00,23:59,349.0,267.0,616.0,4.7,11.9,0.1,63,4.8,
2021-11-02,Erhardt,00:00,23:59,2097.0,1941.0,4038.0,4.7,11.9,0.1,63,4.8,
2021-11-02,Margareten,00:00,23:59,1692.0,1650.0,3342.0,4.7,11.9,0.1,63,4.8,
2021-11-03,Arnulf,00:00,23:59,1228.0,0.0,1228.0,2.6,8.9,8.2,80,0.0,
2021-11-03,Erhardt,00:00,23:59,2110.0,2019.0,4129.0,2.6,8.9,8.2,80,0.0,
2021-11-03,Margareten,00:00,23:59,1545.0,1550.0,3095.0,2.6,8.9,8.2,80,0.0,
2021-11-03,Hirsch,00:00,23:59,730.0,728.0,1458.0,2.6,8.9,8.2,80,0.0,
2021-11-03,Olympia,00:00,23:59,856.0,865.0,1721.0,2.6,8.9,8.2,80,0.0,
2021-11-03,Kreuther,00:00,23:59,346.0,283.0,629.0,2.6,8.9,8.2,80,0.0,
2021-11-04,Margareten,00:00,23:59,1330.0,1320.0,2650.0,3.7,7.1,0.3,74,0.8,
2021-11-04,Olympia,00:00,23:59,692.0,711.0,1403.0,3.7,7.1,0.3,74,0.8,
2021-11-04,Kreuther,00:00,23:59,253.0,174.0,427.0,3.7,7.1,0.3,74,0.8,
2021-11-04,Hirsch,00:00,23:59,537.0,582.0,1119.0,3.7,7.1,0.3,74,0.8,
2021-11-04,Erhardt,00:00,23:59,1737.0,1759.0,3496.0,3.7,7.1,0.3,74,0.8,
2021-11-04,Arnulf,00:00,23:59,1075.0,0.0,1075.0,3.7,7.1,0.3,74,0.8,
2021-11-05,Hirsch,00:00,23:59,652.0,634.0,1286.0,1.9,8.6,0.0,76,2.1,
2021-11-05,Erhardt,00:00,23:59,2011.0,1852.0,3863.0,1.9,8.6,0.0,76,2.1,
2021-11-05,Kreuther,00:00,23:59,300.0,235.0,535.0,1.9,8.6,0.0,76,2.1,
2021-11-05,Arnulf,00:00,23:59,1128.0,0.0,1128.0,1.9,8.6,0.0,76,2.1,
2021-11-05,Margareten,00:00,23:59,1544.0,1501.0,3045.0,1.9,8.6,0.0,76,2.1,
2021-11-05,Olympia,00:00,23:59,756.0,786.0,1542.0,1.9,8.6,0.0,76,2.1,
2021-11-06,Erhardt,00:00,23:59,1763.0,1577.0,3340.0,0.4,10.1,0.0,50,6.1,
2021-11-06,Arnulf,00:00,23:59,866.0,0.0,866.0,0.4,10.1,0.0,50,6.1,
2021-11-06,Hirsch,00:00,23:59,385.0,372.0,757.0,0.4,10.1,0.0,50,6.1,
2021-11-06,Margareten,00:00,23:59,1305.0,1336.0,2641.0,0.4,10.1,0.0,50,6.1,
2021-11-06,Kreuther,00:00,23:59,216.0,219.0,435.0,0.4,10.1,0.0,50,6.1,
2021-11-06,Olympia,00:00,23:59,676.0,659.0,1335.0,0.4,10.1,0.0,50,6.1,
2021-11-07,Olympia,00:00,23:59,691.0,720.0,1411.0,0.1,11.3,1.2,93,6.2,
2021-11-07,Erhardt,00:00,23:59,1636.0,1477.0,3113.0,0.1,11.3,1.2,93,6.2,
2021-11-07,Hirsch,00:00,23:59,356.0,317.0,673.0,0.1,11.3,1.2,93,6.2,
2021-11-07,Kreuther,00:00,23:59,179.0,183.0,362.0,0.1,11.3,1.2,93,6.2,
2021-11-07,Arnulf,00:00,23:59,590.0,0.0,590.0,0.1,11.3,1.2,93,6.2,
2021-11-07,Margareten,00:00,23:59,988.0,955.0,1943.0,0.1,11.3,1.2,93,6.2,
2021-11-08,Olympia,00:00,23:59,922.0,973.0,1895.0,0.2,9.1,0.0,45,5.6,
2021-11-08,Margareten,00:00,23:59,1936.0,1925.0,3861.0,0.2,9.1,0.0,45,5.6,
2021-11-08,Hirsch,00:00,23:59,954.0,955.0,1909.0,0.2,9.1,0.0,45,5.6,
2021-11-08,Erhardt,00:00,23:59,2447.0,2401.0,4848.0,0.2,9.1,0.0,45,5.6,
2021-11-08,Kreuther,00:00,23:59,503.0,367.0,870.0,0.2,9.1,0.0,45,5.6,
2021-11-08,Arnulf,00:00,23:59,1318.0,0.0,1318.0,0.2,9.1,0.0,45,5.6,
2021-11-09,Erhardt,00:00,23:59,2601.0,2535.0,5136.0,0.0,8.3,0.0,69,8.8,
2021-11-09,Olympia,00:00,23:59,996.0,1034.0,2030.0,0.0,8.3,0.0,69,8.8,
2021-11-09,Kreuther,00:00,23:59,526.0,404.0,930.0,0.0,8.3,0.0,69,8.8,
2021-11-09,Arnulf,00:00,23:59,1416.0,0.0,1416.0,0.0,8.3,0.0,69,8.8,
2021-11-09,Hirsch,00:00,23:59,1018.0,1050.0,2068.0,0.0,8.3,0.0,69,8.8,
2021-11-09,Margareten,00:00,23:59,1989.0,1951.0,3940.0,0.0,8.3,0.0,69,8.8,
2021-11-10,Erhardt,00:00,23:59,2468.0,2431.0,4899.0,-0.5,8.4,0.0,75,2.6,
2021-11-10,Olympia,00:00,23:59,950.0,968.0,1918.0,-0.5,8.4,0.0,75,2.6,
2021-11-10,Kreuther,00:00,23:59,459.0,381.0,840.0,-0.5,8.4,0.0,75,2.6,
2021-11-10,Hirsch,00:00,23:59,888.0,889.0,1777.0,-0.5,8.4,0.0,75,2.6,
2021-11-10,Margareten,00:00,23:59,1917.0,1886.0,3803.0,-0.5,8.4,0.0,75,2.6,
2021-11-10,Arnulf,00:00,23:59,1391.0,0.0,1391.0,-0.5,8.4,0.0,75,2.6,
2021-11-11,Arnulf,00:00,23:59,1381.0,0.0,1381.0,0.3,10.6,0.0,46,8.1,
2021-11-11,Olympia,00:00,23:59,1045.0,1088.0,2133.0,0.3,10.6,0.0,46,8.1,
2021-11-11,Kreuther,00:00,23:59,537.0,412.0,949.0,0.3,10.6,0.0,46,8.1,
2021-11-11,Hirsch,00:00,23:59,947.0,955.0,1902.0,0.3,10.6,0.0,46,8.1,
2021-11-11,Margareten,00:00,23:59,2099.0,2160.0,4259.0,0.3,10.6,0.0,46,8.1,
2021-11-11,Erhardt,00:00,23:59,2674.0,2558.0,5232.0,0.3,10.6,0.0,46,8.1,
2021-11-12,Erhardt,00:00,23:59,2042.0,1960.0,4002.0,0.4,3.9,0.0,100,0.0,
2021-11-12,Hirsch,00:00,23:59,648.0,651.0,1299.0,0.4,3.9,0.0,100,0.0,
2021-11-12,Kreuther,00:00,23:59,393.0,320.0,713.0,0.4,3.9,0.0,100,0.0,
2021-11-12,Olympia,00:00,23:59,746.0,775.0,1521.0,0.4,3.9,0.0,100,0.0,
2021-11-12,Margareten,00:00,23:59,1713.0,1696.0,3409.0,0.4,3.9,0.0,100,0.0,
2021-11-12,Arnulf,00:00,23:59,1139.0,0.0,1139.0,0.4,3.9,0.0,100,0.0,
2021-11-13,Kreuther,00:00,23:59,156.0,126.0,282.0,2.0,7.5,5.0,99,0.1,
2021-11-13,Hirsch,00:00,23:59,247.0,225.0,472.0,2.0,7.5,5.0,99,0.1,
2021-11-13,Olympia,00:00,23:59,371.0,362.0,733.0,2.0,7.5,5.0,99,0.1,
2021-11-13,Erhardt,00:00,23:59,1002.0,940.0,1942.0,2.0,7.5,5.0,99,0.1,
2021-11-13,Margareten,00:00,23:59,1011.0,1017.0,2028.0,2.0,7.5,5.0,99,0.1,
2021-11-13,Arnulf,00:00,23:59,577.0,0.0,577.0,2.0,7.5,5.0,99,0.1,
2021-11-14,Hirsch,00:00,23:59,232.0,203.0,435.0,4.3,7.3,0.2,98,0.0,
2021-11-14,Margareten,00:00,23:59,716.0,675.0,1391.0,4.3,7.3,0.2,98,0.0,
2021-11-14,Olympia,00:00,23:59,498.0,519.0,1017.0,4.3,7.3,0.2,98,0.0,
2021-11-14,Kreuther,00:00,23:59,112.0,117.0,229.0,4.3,7.3,0.2,98,0.0,
2021-11-14,Erhardt,00:00,23:59,968.0,969.0,1937.0,4.3,7.3,0.2,98,0.0,
2021-11-14,Arnulf,00:00,23:59,473.0,0.0,473.0,4.3,7.3,0.2,98,0.0,
2021-11-15,Hirsch,00:00,23:59,868.0,822.0,1690.0,3.7,4.9,0.0,100,0.0,
2021-11-15,Kreuther,00:00,23:59,410.0,329.0,739.0,3.7,4.9,0.0,100,0.0,
2021-11-15,Arnulf,00:00,23:59,1193.0,0.0,1193.0,3.7,4.9,0.0,100,0.0,
2021-11-15,Erhardt,00:00,23:59,2130.0,2040.0,4170.0,3.7,4.9,0.0,100,0.0,
2021-11-15,Margareten,00:00,23:59,1804.0,1741.0,3545.0,3.7,4.9,0.0,100,0.0,
2021-11-15,Olympia,00:00,23:59,866.0,887.0,1753.0,3.7,4.9,0.0,100,0.0,
2021-11-16,Kreuther,00:00,23:59,446.0,340.0,786.0,3.6,4.5,0.0,100,0.0,
2021-11-16,Margareten,00:00,23:59,1854.0,1744.0,3598.0,3.6,4.5,0.0,100,0.0,
2021-11-16,Hirsch,00:00,23:59,789.0,835.0,1624.0,3.6,4.5,0.0,100,0.0,
2021-11-16,Arnulf,00:00,23:59,1249.0,0.0,1249.0,3.6,4.5,0.0,100,0.0,
2021-11-16,Erhardt,00:00,23:59,2316.0,2179.0,4495.0,3.6,4.5,0.0,100,0.0,
2021-11-16,Olympia,00:00,23:59,891.0,935.0,1826.0,3.6,4.5,0.0,100,0.0,
2021-11-17,Erhardt,00:00,23:59,2184.0,2030.0,4214.0,3.2,5.5,0.0,100,0.0,
2021-11-17,Kreuther,00:00,23:59,341.0,295.0,636.0,3.2,5.5,0.0,100,0.0,
2021-11-17,Margareten,00:00,23:59,1738.0,1700.0,3438.0,3.2,5.5,0.0,100,0.0,
2021-11-17,Hirsch,00:00,23:59,793.0,757.0,1550.0,3.2,5.5,0.0,100,0.0,
2021-11-17,Arnulf,00:00,23:59,1172.0,0.0,1172.0,3.2,5.5,0.0,100,0.0,
2021-11-17,Olympia,00:00,23:59,847.0,898.0,1745.0,3.2,5.5,0.0,100,0.0,
2021-11-18,Erhardt,00:00,23:59,2417.0,2291.0,4708.0,3.1,8.4,0.1,88,3.4,
2021-11-18,Olympia,00:00,23:59,902.0,913.0,1815.0,3.1,8.4,0.1,88,3.4,
2021-11-18,Hirsch,00:00,23:59,870.0,873.0,1743.0,3.1,8.4,0.1,88,3.4,
2021-11-18,Kreuther,00:00,23:59,430.0,372.0,802.0,3.1,8.4,0.1,88,3.4,
2021-11-18,Arnulf,00:00,23:59,1240.0,0.0,1240.0,3.1,8.4,0.1,88,3.4,
2021-11-18,Margareten,00:00,23:59,1864.0,1840.0,3704.0,3.1,8.4,0.1,88,3.4,
2021-11-19,Olympia,00:00,23:59,883.0,894.0,1777.0,1.2,9.5,0.0,91,5.6,
2021-11-19,Erhardt,00:00,23:59,2247.0,2147.0,4394.0,1.2,9.5,0.0,91,5.6,
2021-11-19,Arnulf,00:00,23:59,1219.0,0.0,1219.0,1.2,9.5,0.0,91,5.6,
2021-11-19,Kreuther,00:00,23:59,461.0,357.0,818.0,1.2,9.5,0.0,91,5.6,
2021-11-19,Hirsch,00:00,23:59,766.0,788.0,1554.0,1.2,9.5,0.0,91,5.6,
2021-11-19,Margareten,00:00,23:59,1875.0,1863.0,3738.0,1.2,9.5,0.0,91,5.6,
2021-11-20,Hirsch,00:00,23:59,345.0,352.0,697.0,2.1,7.2,0.0,100,0.0,
2021-11-20,Olympia,00:00,23:59,542.0,575.0,1117.0,2.1,7.2,0.0,100,0.0,
2021-11-20,Kreuther,00:00,23:59,192.0,167.0,359.0,2.1,7.2,0.0,100,0.0,
2021-11-20,Erhardt,00:00,23:59,1454.0,1387.0,2841.0,2.1,7.2,0.0,100,0.0,
2021-11-20,Margareten,00:00,23:59,1310.0,1253.0,2563.0,2.1,7.2,0.0,100,0.0,
2021-11-20,Arnulf,00:00,23:59,788.0,0.0,788.0,2.1,7.2,0.0,100,0.0,
2021-11-21,Olympia,00:00,23:59,679.0,727.0,1406.0,-0.4,6.9,0.1,83,4.9,
2021-11-21,Erhardt,00:00,23:59,1666.0,1473.0,3139.0,-0.4,6.9,0.1,83,4.9,
2021-11-21,Margareten,00:00,23:59,928.0,939.0,1867.0,-0.4,6.9,0.1,83,4.9,
2021-11-21,Kreuther,00:00,23:59,180.0,148.0,328.0,-0.4,6.9,0.1,83,4.9,
2021-11-21,Arnulf,00:00,23:59,582.0,0.0,582.0,-0.4,6.9,0.1,83,4.9,
2021-11-21,Hirsch,00:00,23:59,380.0,342.0,722.0,-0.4,6.9,0.1,83,4.9,
2021-11-22,Olympia,00:00,23:59,663.0,659.0,1322.0,2.3,4.5,2.8,94,0.0,
2021-11-22,Arnulf,00:00,23:59,884.0,0.0,884.0,2.3,4.5,2.8,94,0.0,
2021-11-22,Hirsch,00:00,23:59,611.0,648.0,1259.0,2.3,4.5,2.8,94,0.0,
2021-11-22,Erhardt,00:00,23:59,1790.0,1675.0,3465.0,2.3,4.5,2.8,94,0.0,
2021-11-22,Kreuther,00:00,23:59,342.0,275.0,617.0,2.3,4.5,2.8,94,0.0,
2021-11-22,Margareten,00:00,23:59,1412.0,1437.0,2849.0,2.3,4.5,2.8,94,0.0,
2021-11-23,Kreuther,00:00,23:59,441.0,338.0,779.0,-0.5,4.7,0.0,83,1.0,
2021-11-23,Olympia,00:00,23:59,832.0,879.0,1711.0,-0.5,4.7,0.0,83,1.0,
2021-11-23,Arnulf,00:00,23:59,1111.0,0.0,1111.0,-0.5,4.7,0.0,83,1.0,
2021-11-23,Hirsch,00:00,23:59,755.0,756.0,1511.0,-0.5,4.7,0.0,83,1.0,
2021-11-23,Erhardt,00:00,23:59,2214.0,2078.0,4292.0,-0.5,4.7,0.0,83,1.0,
2021-11-23,Margareten,00:00,23:59,1723.0,1698.0,3421.0,-0.5,4.7,0.0,83,1.0,
2021-11-24,Kreuther,00:00,23:59,395.0,314.0,709.0,-1.2,0.1,0.0,88,0.0,
2021-11-24,Hirsch,00:00,23:59,720.0,721.0,1441.0,-1.2,0.1,0.0,88,0.0,
2021-11-24,Arnulf,00:00,23:59,1083.0,0.0,1083.0,-1.2,0.1,0.0,88,0.0,
2021-11-24,Erhardt,00:00,23:59,2199.0,2087.0,4286.0,-1.2,0.1,0.0,88,0.0,
2021-11-24,Margareten,00:00,23:59,1791.0,1695.0,3486.0,-1.2,0.1,0.0,88,0.0,
2021-11-24,Olympia,00:00,23:59,754.0,753.0,1507.0,-1.2,0.1,0.0,88,0.0,
2021-11-25,Arnulf,00:00,23:59,1035.0,0.0,1035.0,-1.6,0.2,0.0,100,0.0,
2021-11-25,Kreuther,00:00,23:59,380.0,307.0,687.0,-1.6,0.2,0.0,100,0.0,
2021-11-25,Hirsch,00:00,23:59,701.0,686.0,1387.0,-1.6,0.2,0.0,100,0.0,
2021-11-25,Erhardt,00:00,23:59,2038.0,1999.0,4037.0,-1.6,0.2,0.0,100,0.0,
2021-11-25,Olympia,00:00,23:59,765.0,786.0,1551.0,-1.6,0.2,0.0,100,0.0,
2021-11-25,Margareten,00:00,23:59,1624.0,1617.0,3241.0,-1.6,0.2,0.0,100,0.0,
2021-11-26,Olympia,00:00,23:59,547.0,533.0,1080.0,-1.6,1.0,0.5,98,0.0,
2021-11-26,Kreuther,00:00,23:59,297.0,221.0,518.0,-1.6,1.0,0.5,98,0.0,
2021-11-26,Arnulf,00:00,23:59,810.0,0.0,810.0,-1.6,1.0,0.5,98,0.0,
2021-11-26,Erhardt,00:00,23:59,1490.0,1439.0,2929.0,-1.6,1.0,0.5,98,0.0,
2021-11-26,Hirsch,00:00,23:59,450.0,464.0,914.0,-1.6,1.0,0.5,98,0.0,
2021-11-26,Margareten,00:00,23:59,1212.0,1216.0,2428.0,-1.6,1.0,0.5,98,0.0,
2021-11-27,Erhardt,00:00,23:59,936.0,915.0,1851.0,0.3,4.1,0.2,90,0.0,
2021-11-27,Margareten,00:00,23:59,1001.0,964.0,1965.0,0.3,4.1,0.2,90,0.0,
2021-11-27,Hirsch,00:00,23:59,243.0,239.0,482.0,0.3,4.1,0.2,90,0.0,
2021-11-27,Arnulf,00:00,23:59,543.0,0.0,543.0,0.3,4.1,0.2,90,0.0,
2021-11-27,Kreuther,00:00,23:59,149.0,114.0,263.0,0.3,4.1,0.2,90,0.0,
2021-11-27,Olympia,00:00,23:59,406.0,373.0,779.0,0.3,4.1,0.2,90,0.0,
2021-11-28,Arnulf,00:00,23:59,345.0,0.0,345.0,-0.2,2.0,2.5,93,0.0,
2021-11-28,Margareten,00:00,23:59,446.0,436.0,882.0,-0.2,2.0,2.5,93,0.0,
2021-11-28,Erhardt,00:00,23:59,637.0,640.0,1277.0,-0.2,2.0,2.5,93,0.0,
2021-11-28,Hirsch,00:00,23:59,144.0,136.0,280.0,-0.2,2.0,2.5,93,0.0,
2021-11-28,Kreuther,00:00,23:59,54.0,75.0,129.0,-0.2,2.0,2.5,93,0.0,
2021-11-28,Olympia,00:00,23:59,248.0,230.0,478.0,-0.2,2.0,2.5,93,0.0,
2021-11-29,Margareten,00:00,23:59,1175.0,1168.0,2343.0,-0.9,1.1,1.2,98,0.3,
2021-11-29,Hirsch,00:00,23:59,509.0,525.0,1034.0,-0.9,1.1,1.2,98,0.3,
2021-11-29,Kreuther,00:00,23:59,281.0,220.0,501.0,-0.9,1.1,1.2,98,0.3,
2021-11-29,Erhardt,00:00,23:59,1505.0,1445.0,2950.0,-0.9,1.1,1.2,98,0.3,
2021-11-29,Arnulf,00:00,23:59,766.0,0.0,766.0,-0.9,1.1,1.2,98,0.3,
2021-11-29,Olympia,00:00,23:59,508.0,502.0,1010.0,-0.9,1.1,1.2,98,0.3,
2021-11-30,Olympia,00:00,23:59,418.0,443.0,861.0,-0.6,5.0,0.7,88,0.0,
2021-11-30,Margareten,00:00,23:59,942.0,901.0,1843.0,-0.6,5.0,0.7,88,0.0,
2021-11-30,Arnulf,00:00,23:59,615.0,0.0,615.0,-0.6,5.0,0.7,88,0.0,
2021-11-30,Hirsch,00:00,23:59,333.0,369.0,702.0,-0.6,5.0,0.7,88,0.0,
2021-11-30,Kreuther,00:00,23:59,200.0,172.0,372.0,-0.6,5.0,0.7,88,0.0,
2021-11-30,Erhardt,00:00,23:59,1267.0,1194.0,2461.0,-0.6,5.0,0.7,88,0.0,
2021-12-01,Hirsch,00:00,23:59,589.0,597.0,1186.0,4.6,10.0,1.6,98,1.1,
2021-12-01,Olympia,00:00,23:59,668.0,631.0,1299.0,4.6,10.0,1.6,98,1.1,
2021-12-01,Kreuther,00:00,23:59,332.0,265.0,597.0,4.6,10.0,1.6,98,1.1,
2021-12-01,Arnulf,00:00,23:59,921.0,0.0,921.0,4.6,10.0,1.6,98,1.1,
2021-12-01,Erhardt,00:00,23:59,1797.0,1644.0,3441.0,4.6,10.0,1.6,98,1.1,
2021-12-01,Margareten,00:00,23:59,1387.0,1335.0,2722.0,4.6,10.0,1.6,98,1.1,
2021-12-02,Margareten,00:00,23:59,1324.0,1324.0,2648.0,-0.8,6.7,4.3,94,1.3,
2021-12-02,Olympia,00:00,23:59,606.0,593.0,1199.0,-0.8,6.7,4.3,94,1.3,
2021-12-02,Kreuther,00:00,23:59,331.0,247.0,578.0,-0.8,6.7,4.3,94,1.3,
2021-12-02,Arnulf,00:00,23:59,833.0,0.0,833.0,-0.8,6.7,4.3,94,1.3,
2021-12-02,Erhardt,00:00,23:59,1787.0,1648.0,3435.0,-0.8,6.7,4.3,94,1.3,
2021-12-02,Hirsch,00:00,23:59,560.0,604.0,1164.0,-0.8,6.7,4.3,94,1.3,
2021-12-03,Hirsch,00:00,23:59,442.0,482.0,924.0,-1.6,1.6,3.2,75,4.6,
2021-12-03,Olympia,00:00,23:59,507.0,548.0,1055.0,-1.6,1.6,3.2,75,4.6,
2021-12-03,Erhardt,00:00,23:59,1611.0,1545.0,3156.0,-1.6,1.6,3.2,75,4.6,
2021-12-03,Arnulf,00:00,23:59,762.0,0.0,762.0,-1.6,1.6,3.2,75,4.6,
2021-12-03,Kreuther,00:00,23:59,258.0,213.0,471.0,-1.6,1.6,3.2,75,4.6,
2021-12-03,Margareten,00:00,23:59,1245.0,1207.0,2452.0,-1.6,1.6,3.2,75,4.6,
2021-12-04,Margareten,00:00,23:59,761.0,736.0,1497.0,-1.0,8.5,9.1,90,0.0,
2021-12-04,Kreuther,00:00,23:59,76.0,76.0,152.0,-1.0,8.5,9.1,90,0.0,
2021-12-04,Arnulf,00:00,23:59,335.0,0.0,335.0,-1.0,8.5,9.1,90,0.0,
2021-12-04,Erhardt,00:00,23:59,750.0,698.0,1448.0,-1.0,8.5,9.1,90,0.0,
2021-12-04,Hirsch,00:00,23:59,137.0,108.0,245.0,-1.0,8.5,9.1,90,0.0,
2021-12-04,Olympia,00:00,23:59,285.0,285.0,570.0,-1.0,8.5,9.1,90,0.0,
2021-12-05,Kreuther,00:00,23:59,103.0,78.0,181.0,0.1,3.8,2.8,94,0.0,
2021-12-05,Olympia,00:00,23:59,431.0,386.0,817.0,0.1,3.8,2.8,94,0.0,
2021-12-05,Margareten,00:00,23:59,516.0,553.0,1069.0,0.1,3.8,2.8,94,0.0,
2021-12-05,Arnulf,00:00,23:59,371.0,0.0,371.0,0.1,3.8,2.8,94,0.0,
2021-12-05,Erhardt,00:00,23:59,774.0,754.0,1528.0,0.1,3.8,2.8,94,0.0,
2021-12-05,Hirsch,00:00,23:59,199.0,177.0,376.0,0.1,3.8,2.8,94,0.0,
2021-12-06,Kreuther,00:00,23:59,272.0,202.0,474.0,-0.1,1.6,1.6,100,0.0,
2021-12-06,Arnulf,00:00,23:59,885.0,0.0,885.0,-0.1,1.6,1.6,100,0.0,
2021-12-06,Erhardt,00:00,23:59,1614.0,1538.0,3152.0,-0.1,1.6,1.6,100,0.0,
2021-12-06,Margareten,00:00,23:59,1288.0,1233.0,2521.0,-0.1,1.6,1.6,100,0.0,
2021-12-06,Olympia,00:00,23:59,559.0,567.0,1126.0,-0.1,1.6,1.6,100,0.0,
2021-12-06,Hirsch,00:00,23:59,570.0,588.0,1158.0,-0.1,1.6,1.6,100,0.0,
2021-12-07,Arnulf,00:00,23:59,805.0,0.0,805.0,-1.6,4.0,0.0,54,4.2,
2021-12-07,Margareten,00:00,23:59,1186.0,1107.0,2293.0,-1.6,4.0,0.0,54,4.2,
2021-12-07,Kreuther,00:00,23:59,237.0,211.0,448.0,-1.6,4.0,0.0,54,4.2,
2021-12-07,Olympia,00:00,23:59,580.0,598.0,1178.0,-1.6,4.0,0.0,54,4.2,
2021-12-07,Hirsch,00:00,23:59,520.0,486.0,1006.0,-1.6,4.0,0.0,54,4.2,
2021-12-07,Erhardt,00:00,23:59,1665.0,1569.0,3234.0,-1.6,4.0,0.0,54,4.2,
2021-12-08,Margareten,00:00,23:59,1153.0,1132.0,2285.0,-2.2,1.3,5.1,91,0.0,
2021-12-08,Kreuther,00:00,23:59,283.0,219.0,502.0,-2.2,1.3,5.1,91,0.0,
2021-12-08,Hirsch,00:00,23:59,518.0,518.0,1036.0,-2.2,1.3,5.1,91,0.0,
2021-12-08,Olympia,00:00,23:59,453.0,554.0,1007.0,-2.2,1.3,5.1,91,0.0,
2021-12-08,Erhardt,00:00,23:59,1696.0,1560.0,3256.0,-2.2,1.3,5.1,91,0.0,
2021-12-08,Arnulf,00:00,23:59,785.0,0.0,785.0,-2.2,1.3,5.1,91,0.0,
2021-12-09,Arnulf,00:00,23:59,610.0,0.0,610.0,0.3,1.7,3.6,94,0.0,
2021-12-09,Hirsch,00:00,23:59,355.0,364.0,719.0,0.3,1.7,3.6,94,0.0,
2021-12-09,Kreuther,00:00,23:59,206.0,154.0,360.0,0.3,1.7,3.6,94,0.0,
2021-12-09,Erhardt,00:00,23:59,1230.0,1157.0,2387.0,0.3,1.7,3.6,94,0.0,
2021-12-09,Olympia,00:00,23:59,474.0,467.0,941.0,0.3,1.7,3.6,94,0.0,
2021-12-09,Margareten,00:00,23:59,878.0,837.0,1715.0,0.3,1.7,3.6,94,0.0,
2021-12-10,Arnulf,00:00,23:59,705.0,0.0,705.0,-1.8,2.4,3.9,80,3.0,
2021-12-10,Erhardt,00:00,23:59,1365.0,1251.0,2616.0,-1.8,2.4,3.9,80,3.0,
2021-12-10,Olympia,00:00,23:59,428.0,442.0,870.0,-1.8,2.4,3.9,80,3.0,
2021-12-10,Kreuther,00:00,23:59,233.0,194.0,427.0,-1.8,2.4,3.9,80,3.0,
2021-12-10,Hirsch,00:00,23:59,373.0,408.0,781.0,-1.8,2.4,3.9,80,3.0,
2021-12-10,Margareten,00:00,23:59,1039.0,928.0,1967.0,-1.8,2.4,3.9,80,3.0,
2021-12-11,Arnulf,00:00,23:59,394.0,0.0,394.0,0.0,2.4,0.4,93,0.0,
2021-12-11,Olympia,00:00,23:59,315.0,253.0,568.0,0.0,2.4,0.4,93,0.0,
2021-12-11,Margareten,00:00,23:59,682.0,605.0,1287.0,0.0,2.4,0.4,93,0.0,
2021-12-11,Hirsch,00:00,23:59,148.0,155.0,303.0,0.0,2.4,0.4,93,0.0,
2021-12-11,Erhardt,00:00,23:59,713.0,652.0,1365.0,0.0,2.4,0.4,93,0.0,
2021-12-11,Kreuther,00:00,23:59,93.0,92.0,185.0,0.0,2.4,0.4,93,0.0,
2021-12-12,Erhardt,00:00,23:59,863.0,835.0,1698.0,0.7,4.7,2.4,91,3.3,
2021-12-12,Hirsch,00:00,23:59,211.0,200.0,411.0,0.7,4.7,2.4,91,3.3,
2021-12-12,Margareten,00:00,23:59,559.0,523.0,1082.0,0.7,4.7,2.4,91,3.3,
2021-12-12,Olympia,00:00,23:59,413.0,386.0,799.0,0.7,4.7,2.4,91,3.3,
2021-12-12,Arnulf,00:00,23:59,374.0,0.0,374.0,0.7,4.7,2.4,91,3.3,
2021-12-12,Kreuther,00:00,23:59,111.0,101.0,212.0,0.7,4.7,2.4,91,3.3,
2021-12-13,Hirsch,00:00,23:59,579.0,576.0,1155.0,2.6,5.5,0.1,99,0.0,
2021-12-13,Olympia,00:00,23:59,576.0,512.0,1088.0,2.6,5.5,0.1,99,0.0,
2021-12-13,Erhardt,00:00,23:59,1673.0,1551.0,3224.0,2.6,5.5,0.1,99,0.0,
2021-12-13,Kreuther,00:00,23:59,323.0,232.0,555.0,2.6,5.5,0.1,99,0.0,
2021-12-13,Arnulf,00:00,23:59,878.0,0.0,878.0,2.6,5.5,0.1,99,0.0,
2021-12-13,Margareten,00:00,23:59,1198.0,1147.0,2345.0,2.6,5.5,0.1,99,0.0,
2021-12-14,Olympia,00:00,23:59,668.0,681.0,1349.0,0.3,5.9,0.2,100,1.9,
2021-12-14,Erhardt,00:00,23:59,1947.0,1907.0,3854.0,0.3,5.9,0.2,100,1.9,
2021-12-14,Margareten,00:00,23:59,1459.0,1351.0,2810.0,0.3,5.9,0.2,100,1.9,
2021-12-14,Hirsch,00:00,23:59,634.0,640.0,1274.0,0.3,5.9,0.2,100,1.9,
2021-12-14,Kreuther,00:00,23:59,333.0,261.0,594.0,0.3,5.9,0.2,100,1.9,
2021-12-14,Arnulf,00:00,23:59,1034.0,0.0,1034.0,0.3,5.9,0.2,100,1.9,
2021-12-15,Margareten,00:00,23:59,1476.0,1396.0,2872.0,3.0,4.9,0.2,96,0.0,
2021-12-15,Kreuther,00:00,23:59,339.0,278.0,617.0,3.0,4.9,0.2,96,0.0,
2021-12-15,Arnulf,00:00,23:59,1042.0,0.0,1042.0,3.0,4.9,0.2,96,0.0,
2021-12-15,Hirsch,00:00,23:59,666.0,681.0,1347.0,3.0,4.9,0.2,96,0.0,
2021-12-15,Olympia,00:00,23:59,671.0,656.0,1327.0,3.0,4.9,0.2,96,0.0,
